po_number,order_date,part_number,part_family,complexity,supplier_id,quantity_ordered,total_value,nominal_lead_time,actual_lead_time,on_time_to_commit,external_factors,critical_part
PO_001163,2024-12-12,LIGH_0422,Lights,Medium,SUP_LIGHT_002,1,243.24,56,55,True,None,False
PO_001164,2024-09-22,CONS_0549,Consumables,Medium,SUP_CONS_001,146,6310.24,20,20,True,None,False
PO_001165,2023-08-23,ELEC_0169,Electronics_Components,Low,SUP_ELEC_002,20,2044.73,48,98,False,Semiconductor_Shortage,False
PO_001166,2024-03-29,MACH_0026,Machined_Parts,Medium,SUP_MACH_004,9,2976.18,22,26,False,Tariff_Impact,False
PO_001167,2022-02-09,SHEE_0058,Sheet_Metal,Medium,SUP_SHEET_001,7,1557.31,15,52,True,"Chinese_New_Year,Semiconductor_Shortage",True
PO_001168,2022-11-01,ASSE_0476,Assembled_Kits,Medium,SUP_ASSY_002,41,178226.04,136,292,False,Semiconductor_Shortage,False
PO_001169,2023-01-21,LIGH_0430,Lights,Medium,SUP_LIGHT_003,87,31150.75,48,183,False,"Chinese_New_Year,Tariff_Impact,Semiconductor_Shortage",False
PO_001170,2024-03-22,SHEE_0080,Sheet_Metal,High,SUP_SHEET_003,75,5307.31,34,34,False,Tariff_Impact,False
PO_001171,2024-02-19,CONS_0559,Consumables,Low,SUP_CONS_003,145,2595.46,3,4,False,Chinese_New_Year,False
PO_001172,2022-09-08,SHEE_0070,Sheet_Metal,Low,SUP_SHEET_002,8,1130.7,12,12,False,None,False
PO_001173,2024-06-11,CONS_0530,Consumables,Low,SUP_CONS_004,384,7020.35,12,12,True,Tariff_Impact,False
PO_001174,2024-04-30,LIGH_0425,Lights,Low,SUP_LIGHT_003,1,120.39,28,34,True,None,False
PO_001175,2022-08-22,MACH_0042,Machined_Parts,Medium,SUP_MACH_003,77,32803.67,34,73,True,Semiconductor_Shortage,False
PO_001176,2024-12-10,ASSE_0454,Assembled_Kits,Medium,SUP_ASSY_001,77,361800.89,86,110,False,None,False
PO_001177,2022-09-28,CONS_0697,Consumables,Low,SUP_CONS_002,749,15946.06,11,27,True,Semiconductor_Shortage,False
PO_001178,2022-12-14,ASSE_0497,Assembled_Kits,Medium,SUP_ASSY_002,34,75653.06,88,146,False,Semiconductor_Shortage,False
PO_001179,2022-10-06,CABL_0297,Cables,High,SUP_CABLE_002,36,5093.15,42,90,False,Semiconductor_Shortage,False
PO_001180,2022-04-23,ASSE_0463,Assembled_Kits,High,SUP_ASSY_002,8,20748.09,198,371,True,Semiconductor_Shortage,False
PO_001181,2022-11-16,CABL_0272,Cables,Low,SUP_CABLE_001,39,2661.15,28,51,True,Semiconductor_Shortage,False
PO_001182,2024-06-03,ELEC_0241,Electronics_Components,Medium,SUP_ELEC_005,139,15458.03,62,88,True,Tariff_Impact,False
PO_001183,2024-03-14,CONS_0630,Consumables,Medium,SUP_CONS_002,3761,205102.57,11,11,False,None,True
PO_001184,2023-02-24,ELEC_0115,Electronics_Components,Medium,SUP_ELEC_005,82,8389.47,58,248,False,"Weather_Disruption,Tariff_Impact,Semiconductor_Shortage",True
PO_001185,2024-04-10,ELEC_0207,Electronics_Components,Medium,SUP_ELEC_005,139,20662.42,37,35,False,None,False
PO_001186,2022-08-06,ASSE_0485,Assembled_Kits,Low,SUP_ASSY_001,84,83346.17,97,114,False,None,False
PO_001187,2023-04-15,CONS_0544,Consumables,Medium,SUP_CONS_001,3733,84578.95,16,34,False,Semiconductor_Shortage,True
PO_001188,2023-09-15,CONS_0538,Consumables,High,SUP_CONS_002,1526,8235.09,10,10,False,None,False
PO_001189,2022-07-24,FORG_0355,Forgings,Low,SUP_FORG_002,7,4910.83,37,88,True,Semiconductor_Shortage,False
PO_001190,2024-05-25,LIGH_0445,Lights,Low,SUP_LIGHT_002,15,481.6,14,12,True,None,False
PO_001191,2024-11-18,CONS_0566,Consumables,Medium,SUP_CONS_003,1487,8821.69,5,7,False,Thanksgiving_Week,False
PO_001192,2024-10-25,CONS_0698,Consumables,High,SUP_CONS_001,3708,319294.48,9,6,True,None,True
PO_001193,2023-11-15,CONS_0638,Consumables,Medium,SUP_CONS_003,748,7723.75,14,40,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_001194,2023-06-07,FORG_0399,Forgings,Medium,SUP_FORG_001,40,12181.65,75,168,False,Semiconductor_Shortage,False
PO_001195,2022-06-27,CONS_0641,Consumables,Low,SUP_CONS_004,375,8732.75,10,22,False,Semiconductor_Shortage,False
PO_001196,2022-05-08,FORG_0372,Forgings,High,SUP_FORG_001,1,871.02,151,348,False,Semiconductor_Shortage,False
PO_001197,2022-11-25,ELEC_0147,Electronics_Components,Medium,SUP_ELEC_003,154,12290.89,63,203,False,"Weather_Disruption,Semiconductor_Shortage",False
PO_001198,2024-02-24,CONS_0531,Consumables,Medium,SUP_CONS_004,376,23376.87,19,40,False,"Chinese_New_Year,Tariff_Impact",False
PO_001199,2023-04-19,CABL_0251,Cables,Medium,SUP_CABLE_002,1,104.88,23,33,True,Tariff_Impact,True
PO_001200,2023-01-25,CONS_0571,Consumables,Low,SUP_CONS_001,148,5766.67,9,13,False,Chinese_New_Year,False
PO_001201,2022-01-01,SHEE_0066,Sheet_Metal,Medium,SUP_SHEET_001,6,1123.2,24,83,False,"Semiconductor_Shortage,Christmas_Shutdown",False
PO_001202,2023-02-28,LIGH_0450,Lights,Medium,SUP_LIGHT_002,8,3177.84,39,112,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001203,2024-07-05,CONS_0575,Consumables,High,SUP_CONS_004,771,39428.64,15,12,False,None,False
PO_001204,2024-08-25,MACH_0029,Machined_Parts,Low,SUP_MACH_003,38,10430.23,27,26,False,None,False
PO_001205,2024-05-24,SHEE_0068,Sheet_Metal,Medium,SUP_SHEET_002,1,276.16,18,25,False,None,False
PO_001206,2023-05-14,SHEE_0089,Sheet_Metal,Low,SUP_SHEET_001,12,2181.94,14,47,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_001207,2024-09-13,CAST_0304,Castings,Low,SUP_CAST_002,14,5570.51,53,53,False,None,False
PO_001208,2022-03-19,CONS_0557,Consumables,Medium,SUP_CONS_003,3773,15338.4,13,30,True,Semiconductor_Shortage,False
PO_001209,2022-01-05,CONS_0570,Consumables,Low,SUP_CONS_002,752,16991.38,9,28,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001210,2024-03-27,MACH_0023,Machined_Parts,Low,SUP_MACH_001,1,107.19,18,17,True,None,False
PO_001211,2024-07-17,CAST_0340,Castings,High,SUP_CAST_001,77,41748.58,101,102,True,None,False
PO_001212,2022-07-21,ELEC_0182,Electronics_Components,Medium,SUP_ELEC_002,70,4407.79,44,67,False,Semiconductor_Shortage,False
PO_001213,2022-10-16,FORG_0398,Forgings,Medium,SUP_FORG_001,13,15037.71,111,280,True,Semiconductor_Shortage,True
PO_001214,2023-05-16,CONS_0684,Consumables,Low,SUP_CONS_002,382,13414.66,9,21,True,Semiconductor_Shortage,True
PO_001215,2022-02-04,ASSE_0462,Assembled_Kits,High,SUP_ASSY_003,12,105082.02,93,168,True,Semiconductor_Shortage,True
PO_001216,2022-02-05,CONS_0610,Consumables,Low,SUP_CONS_003,1469,15050.74,3,9,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001217,2024-01-16,CONS_0623,Consumables,Low,SUP_CONS_003,375,12834.91,7,12,False,"Chinese_New_Year,Tariff_Impact",False
PO_001218,2022-07-13,MACH_0046,Machined_Parts,Low,SUP_MACH_003,75,35825.75,19,32,True,Semiconductor_Shortage,False
PO_001219,2024-06-13,CABL_0279,Cables,Medium,SUP_CABLE_001,46,2483.98,26,25,False,None,False
PO_001220,2022-10-09,CONS_0536,Consumables,Medium,SUP_CONS_002,1507,61621.95,14,34,True,Semiconductor_Shortage,False
PO_001221,2024-09-30,MACH_0047,Machined_Parts,High,SUP_MACH_004,1,376.47,38,40,True,None,False
PO_001222,2022-05-10,ELEC_0216,Electronics_Components,High,SUP_ELEC_005,383,31139.09,54,44,False,None,False
PO_001223,2024-02-27,CONS_0578,Consumables,Low,SUP_CONS_003,360,15702.01,6,6,True,None,False
PO_001224,2023-12-17,CONS_0544,Consumables,Medium,SUP_CONS_001,3762,80933.25,16,62,True,"Tariff_Impact,Semiconductor_Shortage",True
PO_001225,2022-12-08,CONS_0582,Consumables,Medium,SUP_CONS_001,1518,62742.95,8,16,True,Semiconductor_Shortage,False
PO_001226,2024-07-05,LIGH_0421,Lights,Low,SUP_LIGHT_001,12,1908.85,19,22,True,None,False
PO_001227,2022-01-17,ELEC_0140,Electronics_Components,Low,SUP_ELEC_005,163,12547.49,45,154,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001228,2024-09-02,ELEC_0122,Electronics_Components,Medium,SUP_ELEC_004,16,1366.09,70,71,False,None,True
PO_001229,2023-12-08,ELEC_0244,Electronics_Components,High,SUP_ELEC_003,35,6640.3,87,94,False,None,False
PO_001230,2022-02-25,CAST_0310,Castings,Low,SUP_CAST_002,74,12893.52,43,78,False,Semiconductor_Shortage,False
PO_001231,2022-09-15,CONS_0649,Consumables,Low,SUP_CONS_003,3774,130138.18,9,8,False,None,False
PO_001232,2022-03-09,MACH_0026,Machined_Parts,Medium,SUP_MACH_004,6,2050.62,22,40,True,Semiconductor_Shortage,False
PO_001233,2022-05-15,MACH_0033,Machined_Parts,Low,SUP_MACH_004,2,683.41,16,13,False,None,False
PO_001234,2023-11-30,ELEC_0182,Electronics_Components,Medium,SUP_ELEC_002,75,4789.72,44,78,True,Semiconductor_Shortage,False
PO_001235,2024-01-06,ELEC_0185,Electronics_Components,High,SUP_ELEC_001,380,54917.16,98,128,True,Tariff_Impact,False
PO_001236,2024-10-24,CONS_0614,Consumables,Medium,SUP_CONS_004,757,42223.9,15,13,False,None,True
PO_001237,2022-09-03,CONS_0604,Consumables,Low,SUP_CONS_003,153,7077.72,5,5,True,None,False
PO_001238,2024-04-13,CABL_0282,Cables,Low,SUP_CABLE_002,1,85.98,28,27,True,None,False
PO_001239,2024-12-22,CONS_0680,Consumables,Low,SUP_CONS_001,1519,2903.26,9,11,True,Christmas_Shutdown,False
PO_001240,2022-09-08,ELEC_0192,Electronics_Components,Medium,SUP_ELEC_005,77,5247.09,83,90,True,None,False
PO_001241,2023-07-28,ELEC_0154,Electronics_Components,Low,SUP_ELEC_004,16,1459.04,29,89,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_001242,2024-09-24,ASSE_0474,Assembled_Kits,Medium,SUP_ASSY_001,70,140505.1,137,100,False,None,False
PO_001243,2022-10-28,CONS_0523,Consumables,Low,SUP_CONS_002,742,10308.04,7,11,False,Semiconductor_Shortage,False
PO_001244,2022-01-20,ELEC_0170,Electronics_Components,High,SUP_ELEC_003,34,3107.87,54,136,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001245,2022-03-09,CONS_0587,Consumables,Medium,SUP_CONS_002,153,4785.56,15,26,False,Semiconductor_Shortage,False
PO_001246,2022-08-01,CAST_0323,Castings,High,SUP_CAST_002,37,10303.38,97,73,True,None,False
PO_001247,2023-05-29,CONS_0530,Consumables,Low,SUP_CONS_004,375,6405.54,12,15,False,Tariff_Impact,False
PO_001248,2022-03-27,CABL_0259,Cables,High,SUP_CABLE_001,76,2462.4,33,65,False,Semiconductor_Shortage,True
PO_001249,2023-01-14,CAST_0314,Castings,Low,SUP_CAST_001,2,1518.17,30,91,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001250,2022-07-22,ELEC_0170,Electronics_Components,High,SUP_ELEC_003,38,3738.51,54,51,True,None,False
PO_001251,2024-01-27,ELEC_0231,Electronics_Components,Medium,SUP_ELEC_002,389,55445.37,39,73,False,"Chinese_New_Year,Tariff_Impact",False
PO_001252,2023-12-08,CONS_0569,Consumables,Medium,SUP_CONS_001,368,15228.25,8,17,False,Semiconductor_Shortage,False
PO_001253,2022-08-29,CAST_0310,Castings,Low,SUP_CAST_002,85,15960.62,43,39,False,None,False
PO_001254,2022-10-11,CONS_0580,Consumables,High,SUP_CONS_002,764,70831.6,17,14,True,None,False
PO_001255,2023-12-25,CONS_0645,Consumables,Low,SUP_CONS_002,1502,13509.12,7,38,True,"Tariff_Impact,Semiconductor_Shortage,Christmas_Shutdown",False
PO_001256,2022-12-22,CONS_0570,Consumables,Low,SUP_CONS_002,767,17041.21,9,34,True,"Semiconductor_Shortage,Christmas_Shutdown",False
PO_001257,2024-02-24,CONS_0694,Consumables,Low,SUP_CONS_002,749,6399.93,6,8,False,Weather_Disruption,False
PO_001258,2022-07-23,SHEE_0057,Sheet_Metal,Low,SUP_SHEET_001,17,3469.66,17,32,True,Semiconductor_Shortage,False
PO_001259,2023-01-02,CONS_0629,Consumables,High,SUP_CONS_004,144,8677.03,24,48,True,Semiconductor_Shortage,False
PO_001260,2022-02-27,CABL_0261,Cables,Medium,SUP_CABLE_001,76,1451.61,31,98,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001261,2022-07-27,ELEC_0210,Electronics_Components,Low,SUP_ELEC_003,369,6413.45,26,26,False,None,False
PO_001262,2024-01-28,ASSE_0468,Assembled_Kits,High,SUP_ASSY_002,1,6510.76,97,120,True,Chinese_New_Year,True
PO_001263,2024-12-15,SHEE_0063,Sheet_Metal,Low,SUP_SHEET_002,74,6014.68,20,25,True,None,False
PO_001264,2022-03-05,ELEC_0232,Electronics_Components,Low,SUP_ELEC_005,71,7014.85,46,68,True,Semiconductor_Shortage,False
PO_001265,2024-11-06,ELEC_0245,Electronics_Components,Low,SUP_ELEC_001,153,604.31,30,24,True,None,False
PO_001266,2022-11-02,MACH_0038,Machined_Parts,Medium,SUP_MACH_002,39,19734.23,22,25,True,Semiconductor_Shortage,False
PO_001267,2024-08-15,CONS_0589,Consumables,High,SUP_CONS_001,3745,252524.18,8,9,True,None,False
PO_001268,2023-01-24,CAST_0318,Castings,Medium,SUP_CAST_002,14,11394.89,64,201,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001269,2023-07-05,SHEE_0095,Sheet_Metal,Medium,SUP_SHEET_002,76,6121.82,29,29,True,None,False
PO_001270,2023-06-24,SHEE_0074,Sheet_Metal,Medium,SUP_SHEET_001,39,10772.47,22,18,True,None,False
PO_001271,2024-05-15,FORG_0398,Forgings,Medium,SUP_FORG_001,19,21796.31,111,114,True,None,True
PO_001272,2024-06-16,CONS_0599,Consumables,Medium,SUP_CONS_002,740,13814.05,5,6,True,Tariff_Impact,False
PO_001273,2022-06-23,CONS_0502,Consumables,Medium,SUP_CONS_001,758,22083.19,9,12,True,Semiconductor_Shortage,False
PO_001274,2024-09-06,CONS_0591,Consumables,High,SUP_CONS_004,3798,300791.15,12,12,True,None,False
PO_001275,2023-09-14,ASSE_0470,Assembled_Kits,Medium,SUP_ASSY_003,16,87466.11,63,125,False,Semiconductor_Shortage,False
PO_001276,2023-05-22,CAST_0307,Castings,High,SUP_CAST_002,14,8445.56,57,129,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_001277,2022-01-29,CONS_0689,Consumables,Low,SUP_CONS_002,1474,51383.76,10,18,False,Semiconductor_Shortage,False
PO_001278,2023-11-09,ELEC_0185,Electronics_Components,High,SUP_ELEC_001,373,55397.19,98,155,False,Semiconductor_Shortage,False
PO_001279,2024-05-29,ELEC_0124,Electronics_Components,High,SUP_ELEC_004,374,45169.2,58,80,False,Tariff_Impact,False
PO_001280,2022-03-24,ELEC_0176,Electronics_Components,High,SUP_ELEC_002,41,3481.05,68,60,False,None,False
PO_001281,2024-08-25,CONS_0631,Consumables,Medium,SUP_CONS_004,722,42451.27,16,15,False,None,False
PO_001282,2023-12-27,SHEE_0054,Sheet_Metal,High,SUP_SHEET_002,1,327.8,38,217,True,"Tariff_Impact,Semiconductor_Shortage,Christmas_Shutdown",False
PO_001283,2022-03-23,ELEC_0242,Electronics_Components,Medium,SUP_ELEC_005,366,17734.89,56,100,False,Semiconductor_Shortage,False
PO_001284,2023-08-21,ELEC_0193,Electronics_Components,High,SUP_ELEC_005,148,24751.75,111,95,True,None,False
PO_001285,2023-11-25,ASSE_0473,Assembled_Kits,High,SUP_ASSY_002,14,132662.68,147,261,False,Semiconductor_Shortage,False
PO_001286,2022-07-27,ELEC_0248,Electronics_Components,Low,SUP_ELEC_002,141,8295.0,41,42,True,None,False
PO_001287,2022-01-21,FORG_0388,Forgings,Low,SUP_FORG_002,72,39487.66,64,165,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_001288,2024-11-19,FORG_0376,Forgings,Low,SUP_FORG_001,2,895.73,61,74,True,Thanksgiving_Week,False
PO_001289,2024-09-21,CAST_0316,Castings,Low,SUP_CAST_001,2,879.84,69,56,False,None,False
PO_001290,2024-09-29,CONS_0694,Consumables,Low,SUP_CONS_002,732,6819.81,6,5,False,None,False
PO_001291,2022-01-07,CONS_0700,Consumables,Low,SUP_CONS_003,1483,25810.26,3,3,True,None,True
PO_001292,2023-07-14,CONS_0605,Consumables,Low,SUP_CONS_003,3691,139601.92,3,6,True,Semiconductor_Shortage,False
PO_001293,2023-01-03,FORG_0387,Forgings,Medium,SUP_FORG_001,70,27034.82,97,93,False,None,False
PO_001294,2023-04-03,CAST_0325,Castings,Medium,SUP_CAST_002,1,1124.48,102,205,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_001295,2024-10-03,LIGH_0402,Lights,Medium,SUP_LIGHT_003,2,842.15,30,34,True,None,True
PO_001296,2022-09-25,SHEE_0092,Sheet_Metal,High,SUP_SHEET_001,32,11482.69,26,21,False,None,False
PO_001297,2023-10-30,CONS_0535,Consumables,High,SUP_CONS_001,3786,210685.53,12,12,False,Tariff_Impact,False
PO_001298,2024-07-01,ELEC_0123,Electronics_Components,Low,SUP_ELEC_003,42,1617.49,43,42,False,None,False
PO_001299,2024-04-04,CONS_0654,Consumables,Low,SUP_CONS_004,361,4112.48,8,9,False,None,False
PO_001300,2022-10-02,CAST_0318,Castings,Medium,SUP_CAST_002,15,12651.22,64,111,True,Semiconductor_Shortage,False
PO_001301,2022-11-28,ELEC_0180,Electronics_Components,Low,SUP_ELEC_005,81,6499.56,50,52,True,None,False
PO_001302,2024-03-18,CONS_0571,Consumables,Low,SUP_CONS_001,149,5776.25,9,9,False,None,False
PO_001303,2022-11-30,CONS_0599,Consumables,Medium,SUP_CONS_002,749,14333.01,5,12,False,Semiconductor_Shortage,False
PO_001304,2023-09-23,ELEC_0188,Electronics_Components,Low,SUP_ELEC_003,148,6478.0,48,97,False,Semiconductor_Shortage,False
PO_001305,2024-06-16,MACH_0014,Machined_Parts,Medium,SUP_MACH_003,15,3216.13,21,26,False,None,False
PO_001306,2022-08-18,ELEC_0210,Electronics_Components,Low,SUP_ELEC_003,369,5984.45,26,28,False,None,False
PO_001307,2022-04-23,CONS_0634,Consumables,High,SUP_CONS_004,1489,60069.22,6,4,False,None,False
PO_001308,2024-04-26,MACH_0023,Machined_Parts,Low,SUP_MACH_001,2,208.05,18,16,True,None,False
PO_001309,2023-12-26,ELEC_0180,Electronics_Components,Low,SUP_ELEC_005,67,5625.12,50,161,True,"Semiconductor_Shortage,Christmas_Shutdown",False
PO_001310,2023-09-07,CONS_0515,Consumables,Medium,SUP_CONS_001,768,57414.72,13,21,False,Semiconductor_Shortage,False
PO_001311,2023-12-08,FORG_0353,Forgings,Low,SUP_FORG_002,38,9425.97,36,36,True,None,False
PO_001312,2023-12-03,LIGH_0431,Lights,Medium,SUP_LIGHT_003,13,5401.86,37,64,False,Semiconductor_Shortage,False
PO_001313,2024-08-01,FORG_0386,Forgings,Low,SUP_FORG_002,7,2642.96,66,72,False,None,False
PO_001314,2023-03-19,CONS_0597,Consumables,Low,SUP_CONS_004,758,21301.56,6,15,True,Semiconductor_Shortage,False
PO_001315,2023-04-09,ELEC_0149,Electronics_Components,Medium,SUP_ELEC_003,15,968.5,70,155,True,Semiconductor_Shortage,False
PO_001316,2024-10-30,ELEC_0247,Electronics_Components,High,SUP_ELEC_004,16,155.3,102,91,True,None,True
PO_001317,2023-12-04,ASSE_0487,Assembled_Kits,Medium,SUP_ASSY_001,38,279438.87,75,79,True,None,False
PO_001318,2023-08-06,CONS_0693,Consumables,Low,SUP_CONS_002,149,51.78,3,7,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_001319,2022-10-30,CABL_0293,Cables,Low,SUP_CABLE_001,1,98.47,26,55,True,Semiconductor_Shortage,False
PO_001320,2024-02-21,MACH_0002,Machined_Parts,Low,SUP_MACH_004,37,2736.63,26,26,True,None,False
PO_001321,2023-02-04,ELEC_0167,Electronics_Components,High,SUP_ELEC_003,46,3232.92,60,125,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_001322,2023-07-30,FORG_0388,Forgings,Low,SUP_FORG_002,75,41070.46,64,138,False,Semiconductor_Shortage,False
PO_001323,2022-08-07,CONS_0698,Consumables,High,SUP_CONS_001,3791,317901.15,9,10,False,None,True
PO_001324,2022-07-17,CONS_0689,Consumables,Low,SUP_CONS_002,1513,52455.42,10,20,True,Semiconductor_Shortage,False
PO_001325,2022-01-27,CONS_0510,Consumables,Low,SUP_CONS_003,376,7703.95,6,15,True,Semiconductor_Shortage,False
PO_001326,2023-04-09,SHEE_0062,Sheet_Metal,Medium,SUP_SHEET_002,73,5965.72,13,35,True,"Tariff_Impact,Semiconductor_Shortage",True
PO_001327,2023-04-28,ELEC_0154,Electronics_Components,Low,SUP_ELEC_004,14,1340.97,29,26,True,None,False
PO_001328,2024-09-18,ELEC_0174,Electronics_Components,Medium,SUP_ELEC_003,381,39258.64,37,35,False,None,False
PO_001329,2022-10-11,SHEE_0090,Sheet_Metal,Medium,SUP_SHEET_002,2,109.92,13,15,True,None,False
PO_001330,2023-05-21,CAST_0334,Castings,Low,SUP_CAST_001,1,161.56,53,127,True,Semiconductor_Shortage,False
PO_001331,2023-04-16,ELEC_0193,Electronics_Components,High,SUP_ELEC_005,143,23618.61,111,232,True,Semiconductor_Shortage,False
PO_001332,2024-10-02,SHEE_0058,Sheet_Metal,Medium,SUP_SHEET_001,8,1942.54,15,15,False,None,True
PO_001333,2024-09-13,CONS_0519,Consumables,Medium,SUP_CONS_002,354,21608.69,20,20,False,None,False
PO_001334,2024-04-27,FORG_0374,Forgings,High,SUP_FORG_002,1,1975.27,87,68,True,None,False
PO_001335,2022-05-01,LIGH_0441,Lights,Low,SUP_LIGHT_001,13,2889.52,40,81,False,Semiconductor_Shortage,False
PO_001336,2023-02-16,SHEE_0081,Sheet_Metal,High,SUP_SHEET_001,3,846.15,37,88,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_001337,2024-08-29,CONS_0567,Consumables,Medium,SUP_CONS_002,371,12610.57,6,6,True,None,False
PO_001338,2023-05-09,ASSE_0461,Assembled_Kits,Medium,SUP_ASSY_001,1,7027.94,86,192,False,Semiconductor_Shortage,False
PO_001339,2022-07-27,ELEC_0226,Electronics_Components,High,SUP_ELEC_003,154,21947.89,81,79,False,None,False
PO_001340,2023-04-10,CAST_0350,Castings,Low,SUP_CAST_001,42,27196.67,59,108,True,Semiconductor_Shortage,False
PO_001341,2022-03-23,LIGH_0420,Lights,Medium,SUP_LIGHT_002,39,1968.49,26,50,False,Semiconductor_Shortage,False
PO_001342,2022-08-21,CABL_0290,Cables,Medium,SUP_CABLE_003,14,1734.36,52,118,False,Semiconductor_Shortage,False
PO_001343,2023-05-10,ELEC_0116,Electronics_Components,High,SUP_ELEC_002,154,2978.33,83,238,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_001344,2022-07-24,ELEC_0223,Electronics_Components,Low,SUP_ELEC_004,135,1881.87,51,114,True,Semiconductor_Shortage,False
PO_001345,2024-07-29,CONS_0504,Consumables,High,SUP_CONS_002,1499,37726.72,17,13,True,None,False
PO_001346,2024-01-14,ASSE_0453,Assembled_Kits,High,SUP_ASSY_002,14,33760.85,206,399,False,"Chinese_New_Year,Tariff_Impact",False
PO_001347,2022-09-05,ASSE_0482,Assembled_Kits,Low,SUP_ASSY_002,34,96295.89,109,181,False,Semiconductor_Shortage,False
PO_001348,2022-06-11,CONS_0658,Consumables,Low,SUP_CONS_003,380,6552.44,12,23,True,Semiconductor_Shortage,False
PO_001349,2024-04-10,FORG_0356,Forgings,Low,SUP_FORG_002,18,14563.53,59,61,True,None,False
PO_001350,2023-05-30,FORG_0381,Forgings,Medium,SUP_FORG_001,73,81032.71,53,97,True,Semiconductor_Shortage,False
PO_001351,2024-02-27,CAST_0335,Castings,Medium,SUP_CAST_002,39,41208.43,62,104,True,Chinese_New_Year,False
PO_001352,2022-01-03,CONS_0523,Consumables,Low,SUP_CONS_002,726,10260.54,7,11,True,Chinese_New_Year,False
PO_001353,2022-03-10,CONS_0539,Consumables,Medium,SUP_CONS_002,368,11169.71,17,13,False,None,False
PO_001354,2024-11-22,CAST_0342,Castings,Medium,SUP_CAST_001,73,89070.98,101,126,True,Thanksgiving_Week,False
PO_001355,2024-04-21,LIGH_0434,Lights,Low,SUP_LIGHT_001,6,1593.85,15,14,False,None,False
PO_001356,2023-04-24,CABL_0253,Cables,Medium,SUP_CABLE_001,17,1427.42,33,58,False,Semiconductor_Shortage,True
PO_001357,2024-10-02,MACH_0032,Machined_Parts,Low,SUP_MACH_002,15,4754.6,23,19,False,None,False
